PID,MSSubClass,Foundation,PavedDrive,BsmtUnfSF,AllBathBsmt,AllBathAbv,HeatingQC,Neighborhood,YearBuilt,SalePrice,GarageCars,PorchArea,GoodLivArea,CentralAir,KitchenQual,ExterQual,BsmtCond,FireplaceQu,GarageQual,HasPool
907262060,2Fl,PConc,Y,1129.0,0.0,2.5,Ex,CollgCr,2003,240000,2.0,57,2327.0,Y,Gd,Gd,TA,Gd,TA,0
907262070,2Fl,PConc,Y,798.0,0.0,2.5,Ex,CollgCr,2003,183000,2.0,45,1640.0,Y,Gd,Gd,TA,None,TA,0
907262080,2Fl,PConc,Y,872.0,0.0,2.5,Ex,CollgCr,2002,197000,2.0,108,1909.0,Y,Gd,Gd,TA,None,TA,0
907265010,2Fl,PConc,Y,944.0,0.0,2.5,Ex,CollgCr,2001,211000,2.0,299,1870.0,Y,Gd,Gd,TA,None,TA,0
907265030,1Fl,PConc,Y,668.0,1.0,2.0,Ex,CollgCr,2002,230000,3.0,136,2640.0,Y,Gd,Gd,TA,None,TA,0
907265100,2Fl,PConc,Y,850.0,0.0,2.5,Ex,CollgCr,1999,207000,2.0,149,1764.0,Y,Gd,Gd,TA,TA,TA,0
907270040,2Fl,PConc,Y,747.0,0.0,2.5,Ex,CollgCr,1998,267000,2.0,258,2733.0,Y,Gd,Gd,TA,TA,TA,0
907270050,2Fl,PConc,Y,170.0,1.0,2.5,Ex,CollgCr,1999,268500,3.0,277,3134.0,Y,Gd,Gd,TA,TA,TA,0
907275010,1Fl,PConc,Y,216.0,1.0,2.0,Ex,CollgCr,1999,220000,2.0,169,2759.0,Y,Gd,Gd,TA,TA,TA,0
907275030,2Fl,PConc,Y,1065.0,0.0,2.5,Ex,CollgCr,1996,210900,2.0,168,2049.0,Y,Gd,Gd,TA,TA,TA,0
907275080,1Fl,PConc,Y,683.0,0.0,2.0,Ex,CollgCr,1994,228000,2.0,155,2465.0,Y,Gd,Gd,TA,TA,TA,0
907275090,1Fl,PConc,Y,814.0,1.0,2.0,Ex,CollgCr,1996,203000,2.0,181,2194.0,Y,Gd,Gd,TA,TA,TA,0
907275140,1Fl,PConc,Y,462.0,1.0,2.0,Ex,CollgCr,2002,279500,2.0,338,3188.0,Y,Gd,Gd,TA,Gd,TA,0
907275150,2Fl,PConc,Y,333.0,1.0,2.5,Ex,CollgCr,2001,275000,2.0,305,3637.0,Y,Gd,Gd,TA,TA,TA,0
907280040,2Fl,PConc,Y,1040.0,0.0,2.5,Ex,CollgCr,1997,240000,2.0,369,2098.0,Y,Gd,Gd,TA,TA,TA,0
907280090,2Fl,PConc,Y,98.0,1.0,2.5,Ex,CollgCr,1996,211000,2.0,257,2754.0,Y,Gd,Gd,TA,TA,TA,0
907280100,1Fl,PConc,Y,567.0,1.0,2.0,Ex,CollgCr,2002,285000,3.0,302,2727.0,Y,Gd,Gd,TA,TA,TA,0
907280170,1Fl,PConc,Y,306.0,1.0,2.0,Ex,CollgCr,1997,210000,2.0,177,2528.0,Y,Gd,Gd,TA,TA,TA,0
907285010,2Fl,PConc,Y,258.0,0.5,2.5,Ex,CollgCr,1998,227000,3.0,212,2735.0,Y,Gd,TA,TA,TA,TA,0
907285020,2Fl,PConc,Y,318.0,1.0,2.5,Ex,CollgCr,1997,219500,2.0,612,2773.0,Y,Gd,TA,TA,None,TA,0
907285040,2Fl,PConc,Y,141.0,1.0,2.5,Ex,CollgCr,1995,240000,2.0,65,3169.0,Y,Gd,Gd,TA,TA,TA,0
907285050,2Fl,PConc,Y,880.0,0.0,2.5,Ex,CollgCr,1996,191000,2.0,120,1716.0,Y,Gd,Gd,TA,TA,TA,0
907285080,2Fl,PConc,Y,273.0,1.0,2.5,Ex,CollgCr,1994,210000,2.0,277,2550.0,Y,Gd,Gd,TA,TA,TA,0
907285100,2Fl,PConc,Y,245.0,1.0,2.5,Ex,CollgCr,1995,237000,2.0,445,2680.0,Y,Gd,Gd,Gd,TA,TA,0
907290020,2Fl,PConc,Y,133.0,1.0,2.5,Ex,CollgCr,1998,274300,2.0,423,3072.0,Y,Gd,TA,TA,TA,TA,0
907290040,1Fl,PConc,Y,1649.0,0.0,2.0,Ex,CollgCr,1998,224900,2.0,34,1661.0,Y,Gd,TA,TA,None,TA,0
907290070,1Fl,PConc,Y,1212.0,0.0,2.0,Ex,CollgCr,2001,178000,2.0,356,1212.0,Y,Gd,Gd,TA,None,TA,0
907290080,1Fl,PConc,Y,1836.0,0.0,2.0,Ex,CollgCr,2004,216837,2.0,153,1860.0,Y,Gd,Gd,TA,Gd,TA,0
907290090,1Fl,PConc,Y,1630.0,0.0,2.0,Ex,CollgCr,2000,213000,2.0,308,1630.0,Y,Gd,Gd,TA,TA,TA,0
907290140,1FlPUD,PConc,Y,189.0,1.0,1.0,Ex,CollgCr,2003,131500,2.0,140,1507.0,Y,Gd,Gd,TA,None,TA,0
907290150,1FlPUD,PConc,Y,162.0,1.0,1.0,Ex,CollgCr,2003,136500,2.0,140,1534.0,Y,Gd,Gd,TA,None,TA,0
907290160,1FlPUD,PConc,Y,131.0,1.0,1.0,Ex,CollgCr,2003,133000,2.0,140,1565.0,Y,Gd,Gd,TA,None,TA,0
907290170,1FlPUD,PConc,Y,176.0,1.0,1.0,Ex,CollgCr,2003,143750,2.0,140,1520.0,Y,Gd,Gd,TA,None,TA,0
907290180,1FlPUD,PConc,Y,163.0,1.0,1.0,Ex,CollgCr,2003,144000,2.0,140,1533.0,Y,Gd,Gd,TA,None,TA,0
907290210,1FlPUD,PConc,Y,163.0,1.0,1.0,Ex,CollgCr,2003,140000,2.0,140,1533.0,Y,Gd,Gd,TA,None,TA,0
907290230,1FlPUD,PConc,Y,186.0,1.0,1.0,Ex,CollgCr,2004,155900,2.0,140,1510.0,Y,Gd,Gd,TA,Gd,TA,0
907290240,1FlPUD,PConc,Y,186.0,1.0,1.0,Ex,CollgCr,2004,143000,2.0,160,1510.0,Y,Gd,Gd,TA,None,TA,0
907290250,1FlPUD,PConc,Y,186.0,1.0,1.0,Ex,CollgCr,2004,145000,2.0,140,1510.0,Y,Gd,Gd,TA,None,TA,0
907295020,1Fl,PConc,Y,484.0,1.0,2.0,Ex,CollgCr,1997,208900,2.0,179,2487.0,Y,Gd,TA,TA,TA,TA,0
907295040,1Fl,PConc,Y,426.0,1.0,1.5,Ex,CollgCr,1999,246900,2.0,324,2256.0,Y,Gd,Gd,TA,TA,TA,0
907295100,DUP2FAM,PConc,Y,83.0,2.0,2.0,Ex,CollgCr,1997,185000,3.0,227,3593.0,Y,TA,TA,TA,None,TA,0
907401050,1Fl,PConc,Y,390.0,1.0,2.0,Ex,CollgCr,2003,207000,2.0,68,2390.0,Y,Gd,Gd,TA,None,TA,0
907401060,2Fl,PConc,Y,847.0,0.0,2.5,Ex,CollgCr,2003,219500,2.0,148,1928.0,Y,Gd,Gd,TA,Gd,TA,0
907401080,2Fl,PConc,Y,847.0,0.0,2.5,Ex,CollgCr,2004,195000,2.0,148,1948.0,Y,Gd,Gd,TA,Gd,TA,0
907401090,1Fl,PConc,Y,315.0,1.0,2.0,Ex,CollgCr,2003,232000,2.0,262,3010.0,Y,Gd,Gd,TA,TA,TA,0
907405020,1Fl,PConc,Y,726.0,1.0,2.0,Ex,CollgCr,2002,214000,2.0,266,2346.0,Y,Gd,Gd,TA,None,TA,0
907405030,1Fl,PConc,Y,1342.0,1.0,2.0,Ex,CollgCr,2003,200000,2.0,215,2040.0,Y,Gd,Gd,TA,None,TA,0
907405130,1Fl,PConc,Y,638.0,1.0,2.0,Ex,CollgCr,2003,185000,2.0,39,2036.0,Y,Gd,Gd,TA,None,TA,0
907405140,2Fl,PConc,Y,150.0,1.0,2.5,Ex,CollgCr,2003,208500,2.0,61,2416.0,Y,Gd,Gd,TA,None,TA,0
907410040,2Fl,PConc,Y,851.0,0.0,2.5,Ex,CollgCr,2006,203160,2.0,105,1737.0,Y,Gd,Gd,Gd,None,TA,0
907410050,2Fl,PConc,Y,939.0,0.0,2.5,Ex,CollgCr,2006,213500,2.0,197,1797.0,Y,Gd,Gd,TA,None,TA,0
907410080,1Fl,PConc,Y,761.0,1.0,2.0,Ex,CollgCr,2004,213000,2.0,179,2196.0,Y,Gd,Gd,TA,None,TA,0
907410100,2Fl,PConc,Y,784.0,0.0,2.5,Ex,CollgCr,2005,195800,2.0,180,1611.0,Y,Gd,Gd,TA,None,TA,0
907410130,1Fl,PConc,Y,100.0,1.0,2.0,Ex,CollgCr,2007,293200,3.0,243,3080.0,Y,Gd,Gd,TA,Gd,TA,0
907412010,2Fl,PConc,Y,860.0,0.0,2.5,Ex,CollgCr,2004,196500,2.0,70,1720.0,Y,Gd,Gd,TA,None,TA,0
907412020,2Fl,PConc,Y,864.0,0.0,2.5,Ex,CollgCr,2004,190000,2.0,243,1728.0,Y,Gd,Gd,TA,None,TA,0
907412040,1Fl,PConc,Y,1421.0,0.0,2.0,Ex,CollgCr,2004,186500,2.0,35,1469.0,Y,Gd,Gd,TA,None,TA,0
907412070,1Fl,PConc,Y,490.0,1.0,2.0,Ex,CollgCr,2004,210000,2.0,237,2382.0,Y,Gd,Gd,TA,None,TA,0
907412080,2Fl,PConc,Y,280.0,0.0,2.5,Ex,CollgCr,2004,185900,2.0,45,2072.0,Y,Gd,Gd,TA,None,TA,0
907412090,1Fl,PConc,Y,1234.0,0.0,2.0,Ex,CollgCr,2007,179900,2.0,30,1234.0,Y,Gd,Gd,TA,None,TA,0
907414020,1Fl,PConc,Y,1480.0,0.0,2.0,Ex,CollgCr,2004,190000,2.0,228,1520.0,Y,Gd,Gd,TA,None,TA,0
907414030,1Fl,PConc,Y,1390.0,0.0,2.0,Ex,CollgCr,2004,185500,2.0,237,1438.0,Y,Gd,Gd,TA,None,TA,0
907414060,1Fl,PConc,Y,1422.0,0.0,2.0,Ex,CollgCr,2004,179600,2.0,252,1422.0,Y,Gd,Gd,TA,None,TA,0
907414070,1Fl,PConc,Y,460.0,1.0,2.0,Ex,CollgCr,2005,173500,2.0,141,1899.0,Y,Gd,Gd,TA,None,TA,0
907414080,2Fl,PConc,Y,545.0,1.0,2.5,Ex,CollgCr,2005,173500,2.0,135,1669.0,Y,Gd,Gd,TA,None,TA,0
907418010,1Fl,PConc,Y,1508.0,0.0,2.0,Ex,CollgCr,2007,218836,3.0,24,1620.0,Y,Gd,Gd,TA,None,TA,0
907418040,1Fl,PConc,Y,1327.0,0.0,2.0,Ex,CollgCr,2007,193000,2.0,50,1385.0,Y,Gd,Gd,TA,None,TA,0
907420040,2Fl,PConc,Y,608.0,0.0,2.5,Ex,CollgCr,2007,170000,2.0,136,1396.0,Y,Gd,Gd,TA,Gd,TA,0
907420060,2Fl,PConc,Y,738.0,0.0,2.5,Gd,CollgCr,2006,168675,2.0,130,1491.0,Y,Gd,Gd,TA,Gd,TA,0
907420080,2Fl,PConc,Y,80.0,1.0,2.5,Ex,CollgCr,2005,189000,2.0,54,2104.0,Y,Gd,Gd,TA,Gd,TA,0
907420090,1Fl,PConc,Y,1286.0,0.0,2.0,Ex,CollgCr,2005,164990,2.0,0,1334.0,Y,Gd,Gd,TA,Gd,TA,0
907420110,2Fl,PConc,Y,768.0,0.0,2.5,Ex,CollgCr,2005,167000,2.0,40,1536.0,Y,Gd,Gd,TA,None,TA,0
907425010,1FlPUD,PConc,Y,151.0,1.0,1.0,Ex,CollgCr,2004,149300,2.0,149,1545.0,Y,Gd,Gd,TA,TA,TA,0
907425015,1FlPUD,PConc,Y,151.0,1.0,1.0,Ex,CollgCr,2004,141000,2.0,149,1545.0,Y,Gd,Gd,TA,TA,TA,0
907425030,1FlPUD,PConc,Y,186.0,1.0,1.0,Ex,CollgCr,2004,149000,2.0,149,1510.0,Y,Gd,Gd,TA,Gd,TA,0
907425035,1FlPUD,PConc,Y,186.0,1.0,1.0,Ex,CollgCr,2004,144500,2.0,140,1510.0,Y,Gd,Gd,TA,Gd,TA,0
908102020,2Fl,CBlock,Y,166.0,1.0,2.0,Gd,Edwards,1910,98000,2.0,147,1946.0,Y,TA,TA,TA,None,TA,0
908102030,1Fl,CBlock,P,796.0,0.0,1.0,Gd,Edwards,1910,85000,0.0,492,796.0,Y,TA,TA,TA,None,None,0
908102040,DUP2FAM,CBlock,N,188.0,2.0,3.0,Gd,Edwards,1900,145900,0.0,70,3284.0,Y,TA,TA,TA,None,None,0
908102050,1Fl,CBlock,N,0.0,0.0,2.0,Ex,Edwards,1949,108000,2.0,96,1126.0,Y,Gd,TA,None,None,TA,0
908102060,1Fl,CBlock,N,0.0,0.0,1.0,TA,Edwards,1945,84900,1.0,0,640.0,N,TA,TA,None,None,TA,0
908102100,1Fl,CBlock,Y,420.0,1.0,1.0,Ex,Edwards,1965,140000,2.0,184,2008.0,Y,TA,TA,TA,None,Fa,0
908102110,1Fl,CBlock,Y,381.0,0.0,1.0,Ex,Edwards,1954,155891,1.0,116,992.0,Y,TA,TA,TA,None,TA,0
908102130,DUP2FAM,CBlock,Y,0.0,0.0,2.0,TA,Edwards,1965,100000,0.0,0,1664.0,N,TA,TA,None,None,None,0
908102140,1Fl,CBlock,Y,483.0,0.0,1.0,TA,Edwards,1966,123000,1.0,420,1701.0,Y,TA,TA,TA,None,TA,0
908102170,1Fl,CBlock,Y,126.0,1.0,1.0,TA,Edwards,1968,144000,1.0,425,2266.0,Y,TA,TA,TA,None,TA,0
908102260,1Fl,CBlock,Y,136.0,1.0,1.5,Gd,Edwards,1965,147500,1.0,804,2376.0,Y,TA,Gd,TA,None,TA,0
908102270,1Fl,PConc,Y,849.0,1.0,1.0,Ex,Edwards,1964,167000,2.0,0,2123.0,Y,TA,TA,TA,None,TA,0
908102290,1Fl,CBlock,Y,126.0,1.0,1.0,Ex,Edwards,1938,100000,1.0,0,1506.0,Y,TA,TA,TA,Gd,Fa,0
908102320,1Fl,CBlock,Y,1290.0,0.0,1.5,TA,Edwards,1959,149900,2.0,240,1642.0,Y,Fa,TA,TA,Gd,TA,0
908102330,1Fl,CBlock,Y,0.0,0.0,1.0,TA,Edwards,1951,102000,2.0,0,2056.0,Y,TA,TA,Fa,None,TA,0
908103090,1Fl,CBlock,P,115.0,0.0,1.0,TA,Edwards,1963,110000,2.0,0,2061.0,Y,TA,TA,TA,None,TA,0
908103260,SPLIT,CBlock,Y,0.0,0.5,1.0,Ex,Edwards,1976,165000,2.0,224,1489.0,Y,TA,TA,Gd,None,Fa,0
908103280,1Fl,CBlock,Y,94.0,0.5,1.5,TA,Edwards,1976,135000,2.0,138,2160.0,Y,TA,TA,Ex,Po,TA,0
908103310,DUP2FAM,CBlock,Y,0.0,1.0,2.0,TA,Edwards,1975,127500,0.0,0,1988.0,Y,TA,TA,TA,None,None,0
908103350,SPLIT,CBlock,Y,480.0,1.0,1.0,TA,Edwards,1975,125200,1.0,0,1624.0,Y,TA,TA,TA,Fa,TA,0
908127040,1Fl,CBlock,P,440.0,1.0,1.0,TA,Edwards,1965,94750,1.0,120,1480.0,Y,TA,TA,TA,None,TA,0
908127050,1Fl,CBlock,Y,329.0,1.0,1.0,TA,Edwards,1969,119900,1.0,204,2023.0,Y,TA,TA,TA,None,TA,0
908127060,1Fl,CBlock,N,666.0,1.0,1.0,TA,Edwards,1925,122000,2.0,143,1586.0,Y,TA,TA,TA,Gd,TA,0
908127070,1Fl,CBlock,P,1179.0,0.0,1.0,Gd,Edwards,1960,110000,2.0,0,1179.0,Y,TA,TA,TA,None,TA,0
908127100,DUP2FAM,CBlock,Y,0.0,1.0,1.0,TA,Edwards,1990,118500,0.0,32,1632.0,Y,TA,TA,TA,None,None,0
908127120,1Fl,CBlock,Y,706.0,1.0,1.0,Ex,Edwards,1940,108000,0.0,144,1286.0,Y,TA,TA,TA,Gd,None,0
908128050,SPLIT,CBlock,Y,38.0,1.0,2.0,TA,Edwards,1972,137500,2.0,180,2281.0,Y,TA,TA,TA,None,TA,0
908128060,SPLIT,Slab,Y,0.0,0.0,3.0,Ex,Edwards,2003,198500,2.0,177,1922.0,Y,Gd,Gd,None,Ex,TA,0
908128100,2Fl,PConc,Y,796.0,0.0,2.5,Ex,Edwards,2003,196500,2.0,225,1724.0,Y,Gd,Gd,TA,Gd,TA,0
908128110,2Fl,PConc,Y,746.0,0.0,2.5,Ex,Edwards,2003,165400,2.0,306,1656.0,Y,Gd,Gd,TA,Gd,TA,0
908130020,1Fl,PConc,N,142.0,1.0,1.0,Ex,Edwards,2002,117250,0.0,32,1686.0,Y,Gd,TA,TA,None,None,0
908151040,SPLIT,CBlock,Y,541.0,1.0,1.0,TA,Edwards,1977,147000,2.0,292,1605.0,Y,TA,TA,TA,Fa,TA,0
908151050,2Fl,CBlock,Y,155.0,0.0,1.5,TA,Edwards,1977,159500,2.0,252,1961.0,Y,TA,TA,TA,None,TA,0
908152035,1Fl,CBlock,Y,615.0,1.0,1.0,TA,Edwards,1960,127000,1.0,240,1548.0,Y,TA,TA,TA,None,TA,0
908152060,SPLIT,CBlock,Y,456.0,1.0,1.0,TA,Edwards,1976,133500,2.0,228,1548.0,Y,TA,TA,TA,Fa,TA,0
908152070,1Fl,CBlock,Y,392.0,1.0,1.5,TA,Edwards,1976,148000,1.0,400,1864.0,Y,TA,TA,Gd,Fa,TA,0
908152110,2Fl,CBlock,Y,396.0,0.0,1.5,TA,Edwards,1976,160500,2.0,0,1686.0,Y,TA,TA,TA,TA,TA,0
908152180,DUP2FAM,Slab,Y,0.0,0.0,2.5,TA,Edwards,1979,141000,2.0,0,2233.0,Y,TA,TA,None,None,TA,0
908152270,1Fl,PConc,Y,108.0,1.0,1.5,Ex,Edwards,2005,176000,2.0,316,2156.0,Y,Gd,TA,TA,None,TA,0
908152280,1Fl,PConc,Y,110.0,1.0,1.5,Gd,Edwards,2005,157000,2.0,49,2070.0,Y,TA,TA,Gd,None,TA,0
908152290,2Fl,PConc,Y,123.0,1.0,2.5,Gd,Edwards,2005,171500,2.0,85,2019.0,Y,TA,TA,Gd,None,TA,0
908154040,1Fl,PConc,Y,464.0,1.0,2.0,Ex,Edwards,2007,320000,3.0,391,2932.0,Y,Ex,Ex,TA,Gd,TA,0
908154080,1Fl,Slab,Y,0.0,0.0,3.5,TA,Edwards,1959,284700,2.0,372,3820.0,Y,Ex,TA,None,Gd,TA,0
908154205,2Fl,PConc,Y,878.0,1.0,3.5,Ex,Edwards,2007,184750,3.0,614,6936.0,Y,Ex,Ex,TA,Gd,TA,0
908178050,2Fl,PConc,Y,1150.0,0.0,2.5,Ex,Edwards,2003,229000,2.0,274,2314.0,Y,Gd,Gd,TA,Ex,TA,0
908186040,2FlPUD,PConc,Y,88.0,1.0,1.0,Ex,Edwards,2005,148000,2.0,28,1531.0,Y,TA,TA,TA,None,TA,0
908186050,2FlPUD,PConc,Y,80.0,1.0,1.0,Ex,Edwards,2005,140000,2.0,44,1539.0,Y,Gd,TA,TA,None,TA,0
908186060,2FlPUD,PConc,Y,0.0,1.0,1.0,Gd,Edwards,2005,145000,2.0,28,1619.0,Y,TA,TA,TA,None,TA,0
908186080,2FlPUD,Wood,Y,0.0,1.0,1.0,Gd,Edwards,2005,145500,2.0,28,1619.0,Y,TA,TA,TA,None,TA,0
908186090,2FlPUD,PConc,Y,0.0,1.0,1.0,Gd,Edwards,2005,142500,2.0,44,1619.0,Y,TA,TA,TA,None,TA,0
908188110,2FlPUD,PConc,Y,970.0,0.0,2.0,Ex,Edwards,2004,134000,2.0,40,1709.0,Y,Gd,Gd,TA,None,TA,0
908188120,2FlPUD,PConc,Y,970.0,0.0,2.0,Ex,Edwards,2004,130000,2.0,40,1709.0,Y,Gd,Gd,TA,None,TA,0
908188130,2FlPUD,PConc,Y,970.0,0.0,2.0,Ex,Edwards,2004,130000,2.0,40,1709.0,Y,Gd,Gd,TA,None,TA,0
908188140,2FlPUD,PConc,Y,970.0,0.0,2.0,Ex,Edwards,2004,137500,2.0,40,1709.0,Y,Gd,Gd,TA,None,TA,0
908188150,2FlPUD,PConc,Y,976.0,0.0,2.0,Ex,Edwards,2004,130000,2.0,40,1708.0,Y,Gd,Gd,TA,None,TA,0
908201040,1Fl,CBlock,Y,698.0,0.5,1.0,Ex,Edwards,1947,118000,0.0,200,698.0,Y,TA,TA,TA,None,None,0
908201120,DUP2FAM,CBlock,Y,1307.0,0.0,2.0,TA,Edwards,1955,118000,0.0,0,1573.0,N,Fa,TA,TA,None,None,0
908203090,1Fl,CBlock,Y,301.0,0.0,1.0,TA,Edwards,1959,85000,1.0,0,1451.0,Y,TA,TA,TA,None,TA,0
908203100,1Fl,CBlock,Y,960.0,0.0,1.0,Ex,Edwards,1958,90000,0.0,0,960.0,Y,TA,TA,TA,None,None,0
908204090,1Fl,CBlock,Y,52.0,1.0,1.0,Ex,Edwards,1959,131750,1.0,179,1868.0,Y,Fa,TA,TA,None,TA,0
908204160,DUP2FAM,Slab,N,0.0,0.0,2.0,TA,Edwards,1955,82500,0.0,0,1152.0,N,TA,TA,None,None,None,0
908204180,DUP2FAM,PConc,N,0.0,0.0,2.0,TA,Edwards,1955,61500,0.0,0,1152.0,N,Fa,TA,None,None,None,0
908208020,1Fl,PConc,Y,1121.0,0.0,2.0,Ex,Edwards,2003,140000,2.0,196,1121.0,Y,TA,TA,TA,None,TA,0
908225170,DUP2FAM,CBlock,Y,0.0,1.0,1.0,TA,Edwards,1955,91900,0.0,112,1568.0,N,TA,TA,TA,None,None,0
908225180,1Fl,CBlock,Y,624.0,0.0,1.0,Ex,Edwards,1948,97900,1.0,0,936.0,Y,TA,TA,TA,None,TA,0
908225240,1Fl,PConc,Y,372.0,0.0,1.0,Ex,Edwards,1954,111000,1.0,0,1440.0,Y,TA,TA,TA,None,TA,0
908225290,1Fl,CBlock,Y,0.0,1.0,1.0,TA,Edwards,1950,120000,1.0,252,2446.0,Y,TA,TA,TA,None,TA,0
908225320,1Fl,CBlock,Y,641.0,0.0,1.5,TA,Edwards,1945,113000,1.0,140,1581.0,Y,TA,TA,Fa,Gd,TA,0
908225370,1Fl,Slab,N,0.0,0.0,2.0,TA,Edwards,1945,98000,1.0,277,1529.0,N,TA,TA,None,None,TA,0
908226130,DUP2FAM,BrkTil,Y,324.0,1.0,1.0,Fa,Edwards,1941,80000,1.0,0,1272.0,N,Fa,TA,TA,None,TA,0
908226180,1Fl,BrkTil,Y,0.0,0.0,1.0,Ex,Edwards,1931,79000,0.0,286,1318.0,Y,Gd,TA,TA,None,None,0
908228010,1Fl,BrkTil,Y,238.0,1.0,1.0,TA,Edwards,1920,108500,1.0,84,1287.0,Y,TA,TA,TA,Gd,TA,0
908228040,1Fl,BrkTil,Y,392.0,1.0,1.0,Gd,Edwards,1924,104900,1.0,236,1613.0,Y,TA,TA,TA,None,TA,0
908229020,1Fl,PConc,Y,864.0,0.0,1.0,Ex,Edwards,1922,99900,0.0,96,864.0,Y,TA,TA,TA,None,None,0
908250030,1Fl,Slab,Y,0.0,0.0,1.0,Fa,Edwards,1952,82000,2.0,0,944.0,N,Fa,TA,None,None,TA,0
908250040,1Fl,Slab,Y,0.0,0.0,1.5,Gd,Edwards,1947,96000,0.0,0,1137.0,Y,TA,TA,None,None,None,0
908250090,1Fl,CBlock,Y,144.0,0.0,1.0,TA,Edwards,1953,99000,1.0,134,1697.0,Y,TA,TA,TA,None,TA,0
908275040,DUP2FAM,CBlock,Y,1678.0,0.0,2.0,TA,Edwards,1959,119900,0.0,0,1678.0,Y,TA,TA,TA,None,None,0
908275090,1Fl,CBlock,Y,560.0,0.0,1.5,Gd,Edwards,1910,112000,1.0,192,1346.0,N,TA,TA,TA,None,Fa,0
908275110,1Fl,CBlock,Y,604.0,0.0,1.0,Ex,Edwards,1956,103500,1.0,0,2106.0,Y,TA,TA,TA,TA,TA,0
908275130,1Fl,CBlock,Y,416.0,0.0,1.0,Ex,Edwards,1946,130500,1.0,0,1552.0,Y,TA,TA,TA,None,TA,0
908275180,1Fl,PConc,Y,941.0,0.0,2.0,Ex,Edwards,1954,135000,1.0,156,1470.0,Y,TA,TA,TA,None,TA,0
908275200,1Fl,CBlock,Y,224.0,0.0,1.0,TA,Edwards,1955,125000,1.0,196,1312.0,Y,TA,TA,TA,Fa,TA,0
908275220,1Fl,CBlock,N,697.0,1.0,1.0,TA,Edwards,1955,115000,2.0,0,1031.0,Y,TA,TA,TA,None,TA,0
908275280,1Fl,PConc,Y,816.0,0.0,1.5,TA,Edwards,1955,135500,1.0,386,1393.0,Y,TA,TA,TA,None,TA,0
908275290,1Fl,CBlock,Y,263.0,0.5,2.0,Ex,Edwards,1954,125000,2.0,30,2173.0,Y,TA,TA,TA,Gd,TA,0
908275300,1Fl,CBlock,Y,833.0,0.0,1.0,Ex,Edwards,1957,144500,1.0,194,1909.0,Y,TA,TA,TA,Gd,TA,0
908276230,1Fl,CBlock,Y,216.0,1.0,1.0,Ex,Edwards,1954,119000,1.0,36,1680.0,Y,TA,TA,TA,TA,TA,0
909100080,1Fl,BrkTil,Y,974.0,0.0,2.0,Fa,SWISU,1924,104000,1.0,36,1429.0,N,Fa,TA,TA,Gd,TA,0
909100110,2Fl,PConc,Y,806.0,1.0,1.5,TA,SWISU,1915,128000,1.0,202,1647.0,N,Fa,TA,TA,None,TA,0
909100150,1Fl,PConc,N,725.0,0.0,1.5,TA,Edwards,1923,108000,1.0,183,1516.0,Y,Gd,TA,TA,None,TA,0
909100170,1Fl,CBlock,Y,396.0,1.0,1.0,TA,Edwards,1925,98000,0.0,96,1332.0,N,TA,TA,TA,None,None,0
909101010,1Fl,BrkTil,Y,684.0,0.0,1.0,Gd,Edwards,1920,110000,2.0,46,1196.0,Y,Gd,TA,Fa,None,TA,0
909101050,1Fl,BrkTil,P,686.0,0.5,1.5,Gd,Edwards,1918,116000,1.0,303,1250.0,Y,Fa,TA,TA,None,TA,0
909101060,1Fl,BrkTil,N,823.0,1.0,1.0,TA,Edwards,1914,67000,0.0,100,905.0,N,TA,TA,TA,None,None,0
909101070,1Fl,BrkTil,Y,661.0,1.0,1.0,TA,Edwards,1914,58500,1.0,96,1067.0,N,TA,TA,Fa,None,TA,0
909101100,1Fl,CBlock,Y,94.0,0.0,1.0,Ex,Edwards,1941,122000,1.0,84,1924.0,Y,TA,TA,TA,Gd,TA,0
909101140,1Fl,CBlock,Y,156.0,0.0,2.0,Ex,Edwards,1941,117000,2.0,68,2432.0,Y,TA,TA,TA,None,TA,0
909101180,DUP2FAM,PConc,N,570.0,1.0,2.0,Ex,SWISU,1912,135900,0.0,184,1926.0,N,Fa,TA,Fa,None,None,0
909101190,2Fl,PConc,Y,795.0,1.0,1.0,TA,SWISU,1912,118500,1.0,188,1749.0,N,TA,Gd,Fa,None,TA,0
909101330,1Fl,BrkTil,N,498.0,0.0,1.0,TA,Edwards,1922,35000,1.0,100,498.0,N,TA,TA,TA,None,Fa,0
909103020,1Fl,BrkTil,N,616.0,0.0,1.0,TA,Edwards,1910,121000,1.0,212,1273.0,N,Gd,TA,TA,None,TA,0
909129100,1Fl,BrkTil,Y,611.0,0.0,1.0,Ex,SWISU,1932,159434,1.0,56,1702.0,Y,TA,TA,TA,None,TA,0
909131125,DUP2FAM,PConc,N,686.0,0.0,2.0,Gd,SWISU,1916,160000,0.0,228,1928.0,Y,TA,TA,TA,None,None,0
909131170,2Fl,BrkTil,P,516.0,0.0,2.0,TA,SWISU,1925,140000,1.0,254,1638.0,N,Fa,TA,TA,None,TA,0
909175030,1Fl,CBlock,Y,552.0,0.0,1.0,Ex,SWISU,1940,140000,1.0,108,1983.0,Y,TA,TA,TA,Gd,TA,0
909175050,2Fl,PConc,Y,342.0,0.0,2.5,Ex,SWISU,1939,179500,1.0,286,2150.0,Y,Gd,TA,TA,Gd,TA,0
