PID,SalePrice,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Pool,PorchArea,TotalBath
909275110,238000,70,60.0,7230,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,7,7,1927,1992,Gable,CompShg,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,851.0,GasA,Gd,Y,SBrkr,867,851,0,4,1,Gd,8,Typ,1,TA,Detchd,Unf,2.0,264.0,TA,TA,Y,291,None,GdPrv,None,0,10,2007,WD ,Normal,No,213,2.5
909275160,153500,20,126.0,13108,Pave,None,IR2,HLS,AllPub,Inside,Gtl,Crawfor,Norm,5,5,1951,1951,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,0.0,GasA,Fa,Y,SBrkr,1226,0,0,2,1,TA,7,Min1,1,Gd,Attchd,Fin,2.0,400.0,TA,TA,Y,174,None,None,None,0,6,2007,WD ,Normal,No,372,1.5
909275250,195000,50,66.0,21780,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,5,1920,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,817.0,GasA,Gd,Y,FuseF,940,610,0,3,1,TA,7,Min2,1,TA,Detchd,Unf,1.0,318.0,TA,TA,P,0,None,MnPrv,None,0,9,2006,WD ,Normal,No,429,1.5
909275310,239000,70,86.0,22420,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,6,6,1918,1950,Hip,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,GasW,TA,N,FuseA,1370,1254,0,4,1,TA,10,Typ,1,Gd,Detchd,Unf,3.0,864.0,TA,TA,N,0,None,None,None,0,11,2007,WD ,Normal,No,0,3.5
909276010,230000,70,70.0,11435,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,8,7,1929,1950,Gable,CompShg,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,792.0,GasA,Fa,Y,SBrkr,792,725,0,3,1,Gd,7,Typ,2,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,None,None,None,0,6,2006,WD ,Normal,No,0,1.0
909276070,194000,50,80.0,12400,Pave,None,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,5,6,1940,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Mn,BLQ,602.0,Unf,0.0,299.0,GasA,TA,Y,SBrkr,1125,592,0,2,1,TA,7,Typ,1,Gd,Attchd,Unf,1.0,410.0,TA,TA,Y,0,None,None,None,0,2,2006,WD ,Normal,No,113,1.5
909276110,177500,70,70.0,7500,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,6,7,1942,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,224.0,GasA,Fa,Y,SBrkr,753,741,0,3,1,Gd,7,Typ,2,Gd,Attchd,Unf,1.0,213.0,TA,TA,P,0,None,None,None,0,11,2009,WD ,Normal,No,224,1.0
909276170,188700,70,74.0,11988,Pave,None,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,6,7,1934,1995,Hip,CompShg,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326.0,Unf,0.0,389.0,GasA,Fa,Y,FuseA,849,811,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,0,8,2008,WD ,Normal,No,0,1.5
909276200,160000,50,130.0,9600,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,5,7,1940,1950,Gable,CompShg,MetalSd,None,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,428.0,Unf,0.0,300.0,GasA,Ex,Y,SBrkr,976,332,0,2,1,TA,7,Min2,2,TA,Detchd,Unf,1.0,256.0,TA,TA,Y,0,None,None,None,0,6,2009,WD ,Normal,No,70,2.5
909276210,188000,50,110.0,7810,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,4,6,1930,2003,Gable,CompShg,AsbShng,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,GasA,Ex,Y,SBrkr,1230,525,0,4,1,Gd,7,Typ,1,TA,Detchd,Unf,1.0,231.0,Fa,TA,Y,0,None,None,None,0,11,2007,WD ,Normal,No,40,2.0
909277040,198000,50,70.0,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,5,6,1937,1995,Gable,CompShg,WdShing,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,606.0,Unf,0.0,336.0,GasA,Ex,Y,SBrkr,1265,673,0,4,1,Gd,7,Min2,1,Gd,Detchd,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,0,7,2008,WD ,Normal,No,40,2.0
909277070,110000,50,70.0,9260,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,5,4,1938,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,884.0,GasA,TA,Y,FuseF,932,442,0,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,225.0,TA,TA,Y,64,None,None,None,0,3,2008,WD ,Normal,No,100,1.0
909277090,155000,20,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,5,4,1960,1960,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,480.0,GasA,Ex,Y,SBrkr,1273,0,0,2,1,TA,5,Typ,0,None,Attchd,Unf,1.0,307.0,TA,TA,Y,483,None,MnPrv,None,0,6,2009,WD ,Normal,No,115,1.0
909277100,163500,30,80.0,13360,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,5,7,1921,2006,Gable,CompShg,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,0.0,163.0,GasA,Ex,Y,SBrkr,964,0,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2.0,432.0,TA,TA,Y,0,None,None,None,0,8,2009,WD ,Normal,No,44,2.0
909278020,154900,50,54.0,7681,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,5,6,1921,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,731.0,GasA,Ex,Y,SBrkr,820,523,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,186.0,Fa,TA,Y,192,None,None,None,0,7,2009,WD ,Normal,No,102,1.5
909279010,205000,90,70.0,8145,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,7,6,1940,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,674.0,GasA,Ex,Y,SBrkr,1240,1240,0,5,2,TA,13,Typ,2,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,57,2.5
909279040,137500,30,80.0,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,4,5,1922,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,700.0,GasA,Ex,Y,SBrkr,1180,0,0,2,1,Fa,5,Typ,1,Gd,Detchd,Unf,1.0,252.0,TA,Fa,Y,0,None,None,None,0,7,2006,WD ,Normal,No,67,1.0
909279080,220000,50,70.0,11275,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,6,7,1932,1950,Gable,CompShg,MetalSd,BrkFace,480.0,TA,TA,CBlock,TA,TA,Mn,Rec,297.0,LwQ,557.0,0.0,GasA,TA,Y,SBrkr,1096,895,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,432.0,TA,Fa,Y,0,None,None,None,0,3,2007,WD ,Normal,No,19,1.5
909280030,250000,50,86.0,11500,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,7,7,1936,1987,Gable,CompShg,BrkFace,None,0.0,Gd,TA,CBlock,Gd,TA,No,Rec,223.0,Unf,0.0,794.0,GasA,Gd,Y,SBrkr,1020,1037,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,1.0,180.0,Fa,TA,Y,0,None,None,None,0,6,2006,WD ,Normal,No,322,1.5
909280070,218000,50,81.0,8170,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,7,7,1929,1950,Gable,CompShg,Stucco,BrkFace,270.0,Gd,Gd,BrkTil,TA,TA,No,ALQ,526.0,Unf,0.0,496.0,GasA,Ex,Y,FuseA,1122,549,0,4,1,TA,7,Typ,1,Gd,Detchd,Unf,2.0,451.0,TA,TA,Y,0,None,None,None,0,2,2006,WD ,Normal,No,0,2.0
909281010,239000,70,80.0,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,8,1932,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503.0,Unf,0.0,449.0,GasA,TA,Y,SBrkr,1170,1175,0,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2.0,360.0,TA,TA,Y,0,None,None,None,0,7,2006,WD ,Normal,No,0,2.5
909281020,140000,190,79.0,6221,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,5,5,1941,1950,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,GasA,Ex,Y,SBrkr,760,595,0,3,1,TA,5,Typ,0,None,Detchd,Unf,2.0,528.0,TA,TA,Y,0,None,MnPrv,None,0,10,2007,WD ,Normal,No,144,2.0
909281030,104000,20,79.0,7801,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,6,5,1951,1951,Hip,CompShg,WdShing,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500.0,Unf,0.0,591.0,GasA,Fa,N,FuseA,1091,0,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,1.0,344.0,TA,TA,Y,66,None,MnPrv,None,0,5,2008,WD ,Normal,No,326,1.5
909281080,257500,50,78.0,10452,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,7,6,1941,1985,Gable,CompShg,Wd Sdng,BrkFace,371.0,Gd,Gd,BrkTil,Gd,TA,No,ALQ,426.0,BLQ,252.0,850.0,GasA,Ex,Y,SBrkr,1225,908,0,4,1,TA,8,Typ,2,TA,Attchd,Unf,1.0,312.0,TA,TA,Y,0,None,None,None,0,7,2010,WD ,Normal,No,86,2.5
909281130,315000,70,70.0,10570,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Crawfor,Norm,8,8,1932,1994,Hip,CompShg,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297.0,Unf,0.0,556.0,GasA,TA,Y,SBrkr,1549,1178,0,3,1,Gd,10,Maj1,2,TA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,None,None,None,0,12,2007,WD ,Normal,No,74,2.5
909282020,259500,70,61.0,7259,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774.0,LwQ,150.0,104.0,GasA,Ex,Y,SBrkr,1436,884,0,3,1,Gd,9,Typ,1,TA,Detchd,Unf,1.0,180.0,TA,TA,Y,224,None,MnPrv,None,0,7,2007,WD ,Normal,No,0,3.5
909282030,381000,50,70.0,14100,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,8,9,1935,1997,Gable,CompShg,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192.0,Unf,0.0,536.0,GasA,Ex,Y,SBrkr,1968,1479,0,4,1,Gd,11,Typ,2,Gd,BuiltIn,Unf,3.0,1014.0,TA,TA,Y,314,None,GdWo,None,0,5,2008,WD ,Normal,No,12,3.5
909282060,199500,70,70.0,12320,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,7,7,1932,1990,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,637.0,GasA,Ex,Y,SBrkr,959,650,0,3,1,Gd,8,Typ,2,Gd,2Types,Unf,3.0,579.0,TA,TA,Y,0,None,GdWo,None,0,5,2006,WD ,Normal,No,104,1.5
909282110,210000,70,70.0,14210,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,7,1930,1959,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,697.0,GasA,Ex,Y,SBrkr,1104,697,0,3,1,TA,8,Typ,1,Gd,Attchd,Unf,2.0,365.0,Fa,TA,Y,0,None,MnPrv,None,0,11,2006,WD ,Normal,No,90,1.5
909282130,144800,20,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,5,6,1954,1954,Gable,CompShg,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,264.0,GasA,Ex,Y,SBrkr,1112,0,0,2,1,TA,6,Typ,1,Gd,Attchd,Unf,1.0,390.0,TA,TA,Y,0,None,MnPrv,None,0,10,2009,WD ,Family,No,0,2.0
909425010,311500,50,70.0,15660,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,7,9,1939,2006,Gable,CompShg,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,0.0,457.0,GasA,Ex,Y,SBrkr,1137,817,0,3,1,Gd,8,Typ,2,TA,Attchd,Unf,2.0,431.0,TA,TA,Y,0,None,None,None,0,5,2008,WD ,Normal,No,269,2.0
909425060,174500,70,75.0,12000,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,7,7,1941,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275.0,Unf,0.0,429.0,GasA,Ex,Y,SBrkr,860,704,0,3,1,Fa,7,Typ,1,Gd,Attchd,Unf,1.0,234.0,TA,TA,Y,0,None,None,None,0,7,2009,WD ,Normal,No,0,1.5
909425085,263400,50,70.0,12392,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,7,9,1950,2000,Gable,CompShg,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435.0,Unf,0.0,397.0,GasA,Ex,Y,SBrkr,1218,943,0,3,1,Gd,8,Typ,2,TA,Attchd,Fin,2.0,506.0,TA,TA,Y,0,None,None,None,0,4,2008,WD ,Normal,No,96,3.5
909425130,193000,20,90.0,13339,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,6,1960,1960,Gable,CompShg,HdBoard,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,65.0,BLQ,875.0,621.0,GasA,TA,Y,SBrkr,1561,0,0,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2.0,463.0,TA,TA,Y,0,None,None,None,0,5,2009,WD ,Normal,No,268,3.0
909425140,257500,20,110.0,14442,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,7,1957,2004,Hip,CompShg,CemntBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186.0,Unf,0.0,291.0,GasA,Ex,Y,SBrkr,1839,0,0,3,1,Gd,7,Typ,2,TA,Attchd,Fin,2.0,416.0,TA,TA,Y,0,None,None,None,0,6,2007,WD ,Normal,No,287,3.0
909425180,217500,20,80.0,12984,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,5,6,1977,1977,Gable,CompShg,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,LwQ,147.0,0.0,GasA,Ex,Y,SBrkr,1647,0,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,621.0,TA,TA,Y,0,None,None,None,0,3,2006,WD ,Normal,No,0,3.0
909425270,219500,70,75.0,13125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,7,6,1940,1984,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410.0,Unf,0.0,390.0,GasA,TA,Y,SBrkr,960,780,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,1.0,240.0,TA,TA,Y,0,None,None,None,0,7,2007,CWD,Normal,No,0,1.5
909426060,257000,60,78.0,15600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,5,7,1950,1963,Gable,CompShg,Wd Sdng,BrkFace,405.0,TA,Gd,CBlock,Gd,TA,No,GLQ,760.0,Unf,0.0,408.0,GasA,Gd,Y,SBrkr,1278,1037,0,4,1,TA,9,Typ,3,Gd,Attchd,Fin,1.0,342.0,TA,TA,Y,0,None,None,None,0,7,2006,WD ,Normal,No,192,3.0
909426080,215000,90,78.0,15600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,5,6,1950,1991,Gable,CompShg,VinylSd,BrkFace,430.0,TA,Gd,CBlock,TA,TA,No,ALQ,375.0,Unf,0.0,657.0,GasA,Ex,Y,SBrkr,1102,1075,0,5,2,TA,11,Typ,0,None,Detchd,Unf,2.0,484.0,TA,TA,Y,0,None,None,None,0,3,2010,WD ,Normal,No,0,2.5
909426090,158000,50,78.0,15600,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,5,7,1949,2005,Gable,CompShg,BrkComm,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,GasW,Fa,N,SBrkr,986,537,0,3,1,Fa,7,Maj2,1,TA,Attchd,Unf,1.0,295.0,TA,TA,Y,0,None,None,None,0,10,2009,WD ,Normal,No,81,3.0
909427230,266500,70,66.0,9042,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,7,9,1941,2006,Gable,CompShg,CemntBd,None,0.0,Ex,Gd,Stone,TA,Gd,No,GLQ,275.0,Unf,0.0,877.0,GasA,Ex,Y,SBrkr,1188,1152,0,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,1.0,252.0,TA,TA,Y,0,None,GdPrv,Shed,2500,5,2010,WD ,Normal,No,60,2.0
909428110,157000,190,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,5,5,1953,1953,Hip,CompShg,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,GasA,TA,Y,SBrkr,1336,0,0,2,1,TA,5,Typ,2,Gd,Attchd,Unf,1.0,375.0,TA,TA,Y,0,None,None,None,0,6,2006,WD ,Normal,No,0,2.0
909428120,217000,20,70.0,21000,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,6,5,1953,1953,Hip,CompShg,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35.0,Rec,869.0,905.0,GasA,TA,Y,SBrkr,2259,0,0,3,1,Gd,7,Typ,2,Gd,Basment,Unf,2.0,450.0,TA,TA,Y,166,None,MnPrv,None,0,10,2007,COD,Abnorml,No,312,3.0
909428170,236500,20,56.0,26073,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,5,5,1956,1956,Gable,CompShg,BrkFace,None,0.0,TA,TA,PConc,TA,TA,No,Rec,1116.0,Unf,0.0,782.0,GasA,Ex,Y,FuseA,1898,0,0,3,1,TA,7,Typ,2,TA,Attchd,Unf,2.0,484.0,TA,TA,Y,0,None,MnPrv,None,0,4,2008,WD ,Normal,No,275,2.5
909428180,201000,20,70.0,25485,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,6,4,1960,1960,Gable,CompShg,Wd Sdng,BrkFace,423.0,TA,Fa,CBlock,TA,Gd,Mn,LwQ,540.0,Rec,1020.0,0.0,GasA,TA,Y,SBrkr,1560,0,0,3,1,TA,6,Typ,3,TA,Attchd,RFn,2.0,580.0,TA,TA,Y,0,None,None,None,0,5,2007,WD ,Normal,No,659,1.5
909428190,224000,20,70.0,14778,Pave,None,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,6,7,1954,2006,Hip,CompShg,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728.0,Unf,0.0,568.0,GasA,Ex,Y,SBrkr,1640,0,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,924.0,TA,TA,Y,108,None,None,None,0,11,2008,WD ,Normal,No,216,2.0
909428240,224000,20,100.0,17500,Pave,None,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,6,5,1954,1954,Gable,CompShg,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,91.0,GasA,Ex,Y,SBrkr,1906,0,0,3,1,TA,6,Typ,2,Gd,Basment,Unf,2.0,576.0,TA,TA,Y,0,None,None,None,0,1,2009,WD ,Normal,No,201,2.5
909428280,335000,20,100.0,17500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,7,8,1959,2002,Gable,CompShg,BrkFace,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,0.0,496.0,GasA,TA,Y,SBrkr,1902,0,0,3,1,Ex,7,Typ,2,TA,Attchd,Fin,2.0,567.0,TA,TA,Y,0,None,None,None,0,5,2010,WD ,Normal,No,369,3.0
909428340,215000,20,70.0,21579,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,6,6,1968,1968,Hip,CompShg,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,813.0,Unf,0.0,675.0,GasA,Ex,Y,SBrkr,1488,0,0,3,1,TA,7,Typ,2,Gd,Attchd,RFn,2.0,552.0,TA,TA,Y,0,None,None,None,0,9,2007,CWD,Normal,No,216,2.5
909451020,116500,160,24.0,1879,Pave,None,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,366.0,Unf,0.0,150.0,GasA,TA,Y,SBrkr,516,516,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,462.0,TA,TA,Y,213,None,GdPrv,None,0,12,2008,WD ,Normal,No,0,1.0
909451040,115000,160,24.0,1733,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,516.0,GasA,TA,Y,SBrkr,516,516,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,452.0,TA,TA,Y,279,None,GdPrv,None,0,5,2009,WD ,Normal,No,0,1.0
909451100,137000,160,24.0,1488,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,6,6,1980,1992,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,90.0,GasA,TA,Y,SBrkr,561,668,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,176,None,GdPrv,None,0,10,2009,WD ,Normal,No,0,2.5
909451130,123900,160,24.0,1782,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,GLQ,330.0,Unf,0.0,186.0,GasA,Gd,Y,SBrkr,529,516,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,462.0,TA,TA,Y,180,None,MnPrv,None,0,12,2007,WD ,Normal,No,0,1.0
909451140,121000,160,24.0,1612,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,GasA,TA,Y,SBrkr,561,668,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,154,None,MnPrv,None,0,7,2009,WD ,Normal,No,0,1.5
909451150,151000,160,24.0,1950,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,GasA,TA,Y,SBrkr,716,840,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,452.0,TA,TA,Y,161,None,GdPrv,None,0,7,2008,COD,Normal,No,0,3.5
909451180,124000,160,24.0,1300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,6,6,1980,1980,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,285.0,Unf,0.0,276.0,GasA,TA,Y,SBrkr,561,668,0,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,150,None,GdPrv,None,0,5,2009,WD ,Normal,No,0,1.5
909452050,208000,80,70.0,13607,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,6,6,1986,1986,Gable,CompShg,VinylSd,BrkFace,242.0,TA,Gd,CBlock,TA,TA,No,ALQ,454.0,Unf,0.0,118.0,GasA,Gd,Y,SBrkr,1182,800,0,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2.0,501.0,TA,TA,Y,400,None,None,Shed,1500,4,2009,WD ,Normal,No,112,3.5
909452102,170000,20,70.0,17871,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,4,5,1995,1996,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1680.0,GasA,Gd,Y,SBrkr,1680,0,0,4,1,Gd,7,Typ,0,None,Attchd,Unf,2.0,628.0,TA,TA,Y,152,None,None,None,0,6,2007,WD ,Normal,No,0,2.0
909452114,203135,80,85.0,19645,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,7,6,1994,2007,Gable,CompShg,VinylSd,BrkFace,44.0,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,80.0,GasA,Ex,Y,SBrkr,896,756,0,3,1,Gd,6,Typ,0,None,BuiltIn,RFn,2.0,473.0,TA,TA,Y,0,None,None,None,0,6,2010,WD ,Normal,No,0,3.5
